dirname,path,type,lc,lch,lov,gateasym,w,device_id
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_07_26_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_07_26_00,nmos,0.2,0.4,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_07_25_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_07_25_17,nmos,0.2,0.4,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_07_24_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_07_24_34,nmos,0.2,0.4,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_07_23_51,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_07_23_51,nmos,0.2,0.4,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_07_23_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_07_23_08,nmos,0.2,0.4,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_07_22_25,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_07_22_25,nmos,0.2,0.4,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_07_21_42,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_07_21_42,nmos,0.2,0.4,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_07_20_58,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_07_20_58,nmos,0.2,0.4,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_07_33_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_07_33_54,nmos,0.2,0.4,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_07_20_15,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_07_20_15,nmos,0.2,0.4,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_07_19_32,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_07_19_32,nmos,0.2,0.4,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_07_18_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_07_18_49,nmos,0.2,0.4,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_07_18_06,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_07_18_06,nmos,0.2,0.4,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_07_33_11,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_07_33_11,nmos,0.2,0.4,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_07_32_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_07_32_27,nmos,0.2,0.4,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_07_31_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_07_31_44,nmos,0.2,0.4,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_07_31_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_07_31_01,nmos,0.2,0.4,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_07_30_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_07_30_18,nmos,0.2,0.4,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_07_29_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_07_29_35,nmos,0.2,0.4,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_07_28_52,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_07_28_52,nmos,0.2,0.4,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_07_28_09,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_07_28_09,nmos,0.2,0.4,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_07_00_59,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_07_00_59,nmos,0.4,0.12,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_06_54_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_06_54_04,nmos,0.4,0.12,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_06_53_22,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_06_53_22,nmos,0.4,0.12,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_06_52_41,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_06_52_41,nmos,0.4,0.12,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_06_51_59,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_06_51_59,nmos,0.4,0.12,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_06_51_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_06_51_18,nmos,0.4,0.12,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_06_50_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_06_50_36,nmos,0.4,0.12,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_06_49_55,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_06_49_55,nmos,0.4,0.12,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_06_49_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_06_49_13,nmos,0.4,0.12,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_06_48_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_06_48_36,nmos,0.4,0.12,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_06_47_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_06_47_54,nmos,0.4,0.12,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_07_00_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_07_00_17,nmos,0.4,0.12,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_06_47_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_06_47_13,nmos,0.4,0.12,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_06_46_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_06_46_31,nmos,0.4,0.12,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_06_45_50,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_06_45_50,nmos,0.4,0.12,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_06_45_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_06_45_08,nmos,0.4,0.12,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_06_59_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_06_59_36,nmos,0.4,0.12,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_06_58_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_06_58_54,nmos,0.4,0.12,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_06_58_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_06_58_13,nmos,0.4,0.12,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_06_57_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_06_57_31,nmos,0.4,0.12,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_06_56_50,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_06_56_50,nmos,0.4,0.12,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_06_56_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_06_56_08,nmos,0.4,0.12,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_06_55_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_06_55_27,nmos,0.4,0.12,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_06_54_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_06_54_45,nmos,0.4,0.12,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_06_27_26,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_06_27_26,nmos,0.4,0.14,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_06_20_14,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_06_20_14,nmos,0.4,0.14,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_06_19_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_06_19_31,nmos,0.4,0.14,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_06_18_48,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_06_18_48,nmos,0.4,0.14,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_06_18_05,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_06_18_05,nmos,0.4,0.14,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_06_17_21,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_06_17_21,nmos,0.4,0.14,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_06_16_39,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_06_16_39,nmos,0.4,0.14,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_06_15_55,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_06_15_55,nmos,0.4,0.14,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_06_15_12,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_06_15_12,nmos,0.4,0.14,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_06_14_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_06_14_28,nmos,0.4,0.14,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_06_13_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_06_13_45,nmos,0.4,0.14,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_06_26_43,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_06_26_43,nmos,0.4,0.14,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_06_13_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_06_13_02,nmos,0.4,0.14,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_06_12_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_06_12_18,nmos,0.4,0.14,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_06_11_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_06_11_36,nmos,0.4,0.14,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_06_10_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_06_10_53,nmos,0.4,0.14,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_06_26_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_06_26_00,nmos,0.4,0.14,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_06_25_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_06_25_17,nmos,0.4,0.14,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_06_24_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_06_24_34,nmos,0.4,0.14,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_06_23_50,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_06_23_50,nmos,0.4,0.14,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_06_23_07,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_06_23_07,nmos,0.4,0.14,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_06_22_23,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_06_22_23,nmos,0.4,0.14,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_06_21_41,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_06_21_41,nmos,0.4,0.14,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_06_20_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_06_20_57,nmos,0.4,0.14,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_05_52_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_05_52_57,nmos,0.4,0.16,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_05_45_42,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_05_45_42,nmos,0.4,0.16,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_05_45_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_05_45_00,nmos,0.4,0.16,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_05_44_16,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.40_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_05_44_16,nmos,0.4,0.16,0.06,0.0,4.0,12
